UID,Datatype,Recipient,Condition,Class
86,7,14,3,1
86,7,14,5,1
86,7,15,0,1
86,7,15,4,1
86,7,15,1,1
86,7,15,2,1
86,7,15,3,1
86,7,15,5,1
86,10,1,0,1
86,10,2,0,1
86,10,3,0,1
86,10,4,0,1
86,10,5,0,1
86,10,6,0,1
86,10,7,0,1
86,10,8,0,1
86,10,9,0,1
86,10,10,0,1
86,10,11,0,0
86,10,12,0,0
86,10,12,0,1
86,10,14,0,1
86,10,15,0,1
86,10,11,0,0
86,10,11,4,0
86,10,11,1,0
86,10,11,2,0
86,10,11,3,0
86,10,11,5,0
86,10,12,0,1
86,10,12,4,0
86,10,12,1,0
86,10,12,2,0
86,10,12,3,0
86,10,12,5,0
86,10,14,0,1
86,10,14,4,1
86,10,14,1,1
86,10,14,2,1
86,10,14,3,1
86,10,14,5,1
86,10,15,0,1
86,10,15,4,1
86,10,15,1,1
86,10,15,2,1
86,10,15,3,1
86,10,15,5,1
86,13,1,0,1
86,13,2,0,0
86,13,3,0,1
86,13,5,0,0
86,13,4,0,0
86,13,7,0,1
86,13,8,0,1
86,13,6,0,1
86,13,9,0,0
86,13,10,0,1
86,13,11,0,0
86,13,12,0,0
86,13,12,0,0
86,13,14,0,1
86,13,15,0,1
86,13,11,0,0
86,13,11,4,0
86,13,11,1,0
86,13,11,2,0
86,13,11,3,0
86,13,11,5,0
86,13,14,0,1
86,13,14,4,1
86,13,14,1,0
86,13,14,2,1
86,13,14,3,1
86,13,14,5,0
86,15,1,0,1
86,15,2,0,0
86,15,3,0,1
86,15,4,0,0
86,15,5,0,0
86,15,6,0,1
86,15,7,0,1
86,15,8,0,1
86,15,9,0,0
86,15,10,0,1
86,15,1,0,0
86,15,2,0,0
86,15,3,0,1
86,15,4,0,0
86,15,5,0,0
86,15,6,0,1
86,15,7,0,0
86,15,7,0,0
86,15,8,0,0
86,15,9,0,0
86,15,10,0,0
86,15,11,0,0
86,15,12,0,0
86,15,12,0,0
86,15,14,0,1
86,15,15,0,0
86,15,15,0,1
86,15,15,4,1
86,15,15,1,1
86,15,15,2,1
86,15,15,3,1
86,15,15,5,1
87,4,1,0,0
87,4,2,0,0
87,4,3,0,1
87,4,4,0,1
87,4,5,0,0
87,4,6,0,1
87,4,7,0,1
87,4,8,0,1
87,4,9,0,1
87,4,10,0,1
87,4,11,0,1
87,4,12,0,1
87,4,12,0,1
87,4,14,0,1
87,4,15,0,0
87,4,11,0,1
87,4,11,4,1
87,4,11,1,1
87,4,11,2,1
87,4,11,3,1
87,4,11,5,1
87,4,15,0,0
87,4,15,4,0
87,4,15,1,0
87,4,15,2,0
87,4,15,3,0
87,4,15,5,0
87,5,1,0,0
87,5,2,0,0
87,5,5,0,0
87,5,4,0,1
87,5,3,0,1
87,5,7,0,1
87,5,8,0,0
87,5,6,0,1
87,5,9,0,1
87,5,10,0,1
87,5,12,0,1
87,5,12,4,1
87,5,12,1,1
87,5,12,2,1
87,5,12,3,1
87,5,12,5,1
87,5,12,0,1
87,5,12,4,1
87,5,12,1,1
87,5,12,2,1
87,5,12,3,1
87,5,12,5,1
87,5,14,0,1
87,5,14,4,1
87,5,14,1,1
87,5,14,2,1
87,5,14,3,1
87,5,14,5,1
87,6,1,0,0
87,6,2,0,0
87,6,3,0,1
87,6,4,0,1
87,6,5,0,0
87,6,6,0,1
87,6,7,0,1
87,6,8,0,0
87,6,9,0,1
87,6,10,0,1
87,6,1,0,0
87,6,2,0,0
87,6,3,0,0
87,6,4,0,0
87,6,5,0,0
87,6,6,0,1
87,6,7,0,1
87,6,8,0,0
87,6,9,0,1
87,6,10,0,1
87,6,12,0,1
87,6,12,4,1
87,6,12,1,1
87,6,12,2,1
87,6,12,3,1
87,6,12,5,1
87,6,15,0,1
87,6,15,4,1
87,6,15,1,1
87,6,15,2,1
87,6,15,3,1
87,6,15,5,1
87,9,1,0,0
87,9,2,0,0
87,9,3,0,1
87,9,4,0,1
87,9,5,0,0
87,9,6,0,1
87,9,7,0,1
87,9,8,0,1
87,9,9,0,1
87,9,10,0,1
87,9,11,4,0
87,9,11,1,0
87,9,11,2,0
87,9,11,3,0
87,9,11,5,0
87,9,12,0,1
87,9,12,4,0
87,9,12,1,0
87,9,12,2,0
87,9,12,3,0
87,9,12,5,0
87,9,12,0,1
87,9,12,4,1
87,9,12,1,1
87,9,12,2,1
87,9,12,3,1
87,9,12,5,1
87,11,11,0,1
87,11,12,0,1
87,11,12,0,1
87,11,14,0,1
87,11,15,0,1
87,11,12,0,1
87,11,12,4,1
87,11,12,1,1
87,11,12,2,1
87,11,12,3,1
87,11,12,5,1
87,11,12,0,1
87,11,12,4,1
87,11,12,1,1
87,11,12,2,1
87,11,12,3,1
87,11,12,5,1
87,11,15,0,1
87,11,15,4,0
87,11,15,1,0
87,11,15,2,0
87,11,15,3,0
87,11,15,5,0
87,12,1,0,0
87,12,2,0,0
87,12,3,0,0
87,12,4,0,0
87,12,5,0,0
87,12,6,0,1
87,12,7,0,0
87,12,8,0,0
87,12,9,0,1
87,12,10,0,1
87,12,12,0,1
87,12,12,4,0
87,12,12,1,0
87,12,12,2,0
87,12,12,3,0
87,12,12,5,0
87,12,12,0,1
87,12,12,4,1
87,12,12,1,1
87,12,12,2,1
87,12,12,3,1
87,12,12,5,1
87,12,15,0,1
87,12,15,4,1
87,12,15,1,1
87,12,15,2,1
87,12,15,3,1
87,12,15,5,1
88,4,1,0,0
88,4,2,0,0
88,4,3,0,1
88,4,4,0,0
88,4,5,0,0
88,4,6,0,1
88,4,7,0,1
88,4,8,0,0
88,4,10,0,1
88,4,9,0,0
88,4,12,0,1
88,4,12,4,1
88,4,12,1,1
88,4,12,2,1
88,4,12,3,1
88,4,12,5,1
88,4,14,0,1
88,4,14,4,1
88,4,14,1,1
88,4,14,2,1
88,4,14,3,1
88,4,14,5,1
88,4,15,0,1
88,4,15,4,0
88,4,15,1,1
88,4,15,2,1
88,4,15,3,1
88,4,15,5,1
88,5,11,0,1
88,5,12,0,1
88,5,12,0,1
88,5,14,0,1
88,5,15,0,1
88,5,12,0,1
88,5,12,4,0
88,5,12,1,1
88,5,12,2,0
88,5,12,3,0
88,5,12,5,0
88,5,12,0,1
88,5,12,4,0
88,5,12,1,1
88,5,12,2,0
88,5,12,3,0
88,5,12,5,0
88,5,14,0,1
88,5,14,4,0
88,5,14,1,1
88,5,14,2,0
88,5,14,3,0
88,5,14,5,0
88,7,1,0,1
88,7,2,0,1
88,7,3,0,1
88,7,4,0,1
88,7,5,0,1
88,7,6,0,1
88,7,7,0,0
88,7,8,0,0
88,7,9,0,1
88,7,10,0,1
88,7,1,0,1
88,7,2,0,1
88,7,3,0,1
88,7,4,0,1
88,7,5,0,1
88,7,6,0,1
88,7,7,0,0
88,7,8,0,0
88,7,9,0,1
88,7,10,0,1
88,7,11,0,1
88,7,12,0,1
88,7,12,0,1
88,7,14,0,1
88,7,15,0,1
88,7,14,0,1
88,7,14,4,1
88,7,14,1,1
88,7,14,2,1
88,7,14,3,1
88,7,14,5,1
88,9,1,0,1
88,9,2,0,1
88,9,3,0,1
88,9,4,0,0
88,9,5,0,1
88,9,6,0,1
88,9,7,0,1
88,9,8,0,1
88,9,9,0,1
88,9,10,0,1
88,9,12,0,1
88,9,12,4,0
88,9,12,1,1
88,9,12,2,1
88,9,12,3,1
88,9,12,5,1
88,9,14,0,1
88,9,14,4,1
88,9,14,1,1
88,9,14,2,1
88,9,14,3,1
88,9,14,5,1
88,9,15,0,1
88,9,15,4,0
88,9,15,1,1
88,9,15,2,1
88,9,15,3,1
88,9,15,5,1
88,11,1,0,1
88,11,2,0,1
88,11,3,0,1
88,11,4,0,1
88,11,5,0,1
88,11,6,0,1
88,11,7,0,1
88,11,8,0,1
88,11,9,0,1
88,11,10,0,1
88,11,11,0,1
88,11,12,0,0
88,11,12,0,1
88,11,14,0,1
88,11,15,0,1
88,11,11,0,1
88,11,11,4,0
88,11,11,1,0
88,11,11,2,0
88,11,11,3,0
88,11,11,5,0
88,11,15,0,1
88,11,15,4,0
88,11,15,1,1
88,11,15,2,1
88,11,15,3,1
88,11,15,5,1
88,12,1,0,1
88,12,2,0,1
88,12,3,0,1
88,12,4,0,1
88,12,5,0,1
88,12,6,0,1
88,12,7,0,1
88,12,8,0,1
88,12,9,0,1
88,12,10,0,1
88,12,11,0,1
88,12,12,0,0
88,12,12,0,1
88,12,14,0,1
88,12,15,0,1
88,12,12,0,1
88,12,12,4,0
88,12,12,1,0
88,12,12,2,0
88,12,12,3,0
88,12,12,5,0
88,12,15,0,1
88,12,15,4,1
88,12,15,1,1
88,12,15,2,1
88,12,15,3,1
88,12,15,5,1
89,2,8,0,0
89,2,1,0,0
89,2,2,0,0
89,2,6,0,1
89,2,8,0,0
89,5,11,0,1
89,5,11,1,0
89,5,12,1,0
89,5,12,2,0
89,7,15,0,1
89,7,11,4,0
89,7,11,2,0
89,7,11,3,0
89,7,14,5,1
89,7,15,0,1
89,7,15,2,1
89,10,7,0,1
89,10,10,0,1
89,10,6,0,1
89,10,7,0,0
89,10,15,0,1
89,10,12,3,0
89,10,12,5,0
89,10,15,3,0
89,11,8,0,0
89,11,11,0,1
89,11,14,0,1
89,11,15,3,0
89,14,1,0,0
89,14,2,0,0
89,14,9,0,0
89,14,11,0,0
89,14,12,0,0
89,14,11,0,0
89,14,15,4,0
89,14,15,1,0
89,14,15,3,0
90,3,1,0,0
90,3,2,0,0
90,3,3,0,0
90,3,4,0,1
90,3,5,0,0
90,3,6,0,1
90,3,7,0,0
90,3,8,0,0
90,3,9,0,1
90,3,10,0,1
90,3,11,0,0
90,3,11,4,1
90,3,11,1,0
90,3,11,2,0
90,3,11,3,0
90,3,11,5,0
90,3,14,0,1
90,3,14,4,1
90,3,14,1,1
90,3,14,2,0
90,3,14,3,0
90,3,14,5,0
90,3,15,0,1
90,3,15,4,0
90,3,15,1,0
90,3,15,2,0
90,3,15,3,0
90,3,15,5,0
90,4,11,0,1
90,4,11,4,1
90,4,11,1,1
90,4,11,2,1
90,4,11,3,1
90,4,11,5,1
90,4,12,0,1
90,4,12,4,1
90,4,12,1,1
90,4,12,2,1
90,4,12,3,1
90,4,12,5,1
90,4,14,0,1
90,4,14,4,1
90,4,14,1,1
90,4,14,2,1
90,4,14,3,1
90,4,14,5,1
90,4,15,0,1
90,4,15,4,1
90,4,15,1,1
90,4,15,2,1
90,4,15,3,1
90,4,15,5,1
90,8,12,0,1
90,8,12,4,1
90,8,12,1,0
90,8,12,2,0
90,8,12,3,1
90,8,12,5,1
90,8,12,0,1
90,8,12,4,1
90,8,12,1,0
90,8,12,2,0
90,8,12,3,1
90,8,12,5,1
90,8,14,0,1
90,8,14,4,1
90,8,14,1,1
90,8,14,2,1
90,8,14,3,1
90,8,14,5,1
90,8,15,0,1
90,8,15,4,1
90,8,15,1,0
90,8,15,2,0
90,8,15,3,1
90,8,15,5,1
90,9,11,0,0
90,9,12,0,1
90,9,12,0,1
90,9,14,0,1
90,9,15,0,1
90,9,11,4,0
90,9,11,1,0
90,9,11,2,0
90,9,11,3,0
90,9,11,5,0
90,9,12,0,1
90,9,12,4,1
90,9,12,1,0
90,9,12,2,0
90,9,12,3,0
90,9,12,5,1
90,9,14,0,1
90,9,14,4,1
90,9,14,1,1
90,9,14,2,1
90,9,14,3,1
90,9,14,5,1
90,12,1,0,0
90,12,2,0,0
90,12,3,0,0
90,12,4,0,0
90,12,5,0,0
90,12,6,0,1
90,12,7,0,0
90,12,8,0,0
90,12,9,0,1
90,12,10,0,1
90,12,11,0,1
90,12,11,4,0
90,12,11,1,0
90,12,11,2,0
90,12,11,3,0
90,12,11,5,0
90,12,12,0,1
90,12,12,4,0
90,12,12,1,0
90,12,12,2,0
90,12,12,3,0
90,12,12,5,0
90,12,14,0,1
90,12,14,4,1
90,12,14,1,0
90,12,14,2,0
90,12,14,3,1
90,12,14,5,1
90,13,1,0,0
90,13,2,0,0
90,13,5,0,0
90,13,3,0,1
90,13,4,0,0
90,13,7,0,1
90,13,8,0,1
90,13,6,0,1
90,13,9,0,1
90,13,10,0,1
90,13,11,0,1
90,13,12,0,1
90,13,12,0,1
90,13,14,0,1
90,13,15,0,1
90,13,14,0,1
90,13,14,4,1
90,13,14,1,1
90,13,14,2,0
90,13,14,3,1
90,13,14,5,1
90,13,15,0,1
90,13,15,4,1
90,13,15,1,1
90,13,15,2,1
90,13,15,3,1
90,13,15,5,1
91,2,1,0,0
91,2,2,0,0
91,2,3,0,1
91,2,4,0,1
91,2,5,0,0
91,2,6,0,1
91,2,7,0,1
91,2,8,0,0
91,2,9,0,0
91,2,10,0,1
91,2,11,0,1
91,2,12,0,0
91,2,12,0,1
91,2,14,0,1
91,2,15,0,0
91,2,11,0,1
91,2,11,4,0
91,2,11,1,1
91,2,11,2,1
91,2,11,3,1
91,2,11,5,0
91,2,12,0,1
91,2,12,4,0
91,2,12,1,1
91,2,12,2,1
91,2,12,3,1
91,2,12,5,1
91,5,1,0,0
91,5,2,0,0
91,5,5,0,0
91,5,4,0,0
91,5,3,0,0
91,5,7,0,0
91,5,8,0,0
91,5,6,0,0
91,5,9,0,0
91,5,10,0,0
91,5,11,0,1
91,5,11,4,0
91,5,11,1,0
91,5,11,2,1
91,5,11,3,1
91,5,11,5,0
91,5,12,0,1
91,5,12,4,0
91,5,12,1,0
91,5,12,2,1
91,5,12,3,1
91,5,12,5,1
91,5,15,0,0
91,5,15,4,0
91,5,15,1,1
91,5,15,2,0
91,5,15,3,0
91,5,15,5,0
91,7,1,0,0
91,7,2,0,0
91,7,3,0,0
91,7,4,0,0
91,7,5,0,0
91,7,6,0,1
91,7,7,0,1
91,7,8,0,0
91,7,9,0,0
91,7,10,0,1
91,7,11,0,1
91,7,11,4,1
91,7,11,1,1
91,7,11,2,1
91,7,11,3,1
91,7,11,5,1
91,7,12,0,1
91,7,12,4,1
91,7,12,1,1
91,7,12,2,1
91,7,12,3,1
91,7,12,5,1
91,7,12,0,1
91,7,12,4,0
91,7,12,1,1
91,7,12,2,1
91,7,12,3,1
91,7,12,5,1
91,10,11,0,0
91,10,12,0,0
91,10,12,0,0
91,10,14,0,0
91,10,15,0,0
91,10,11,0,0
91,10,11,4,0
91,10,11,1,0
91,10,11,2,0
91,10,11,3,0
91,10,11,5,0
91,10,12,0,1
91,10,12,4,0
91,10,12,1,0
91,10,12,2,0
91,10,12,3,0
91,10,12,5,0
91,10,12,0,0
91,10,12,4,0
91,10,12,1,0
91,10,12,2,0
91,10,12,3,0
91,10,12,5,0
91,10,14,0,0
91,10,14,4,0
91,10,14,1,0
91,10,14,2,0
91,10,14,3,0
91,10,14,5,0
91,10,15,0,0
91,10,15,4,0
91,10,15,1,0
91,10,15,2,0
91,10,15,3,0
91,10,15,5,0
91,12,1,0,1
91,12,2,0,0
91,12,3,0,0
91,12,4,0,1
91,12,5,0,0
91,12,6,0,1
91,12,7,0,0
91,12,8,0,0
91,12,9,0,0
91,12,10,0,1
91,12,11,0,0
91,12,11,4,0
91,12,11,1,0
91,12,11,2,0
91,12,11,3,0
91,12,11,5,0
91,12,12,0,0
91,12,12,4,0
91,12,12,1,0
91,12,12,2,0
91,12,12,3,0
91,12,12,5,0
91,12,14,0,1
91,12,14,4,0
91,12,14,1,0
91,12,14,2,0
91,12,14,3,0
91,12,14,5,0
91,13,1,0,1
91,13,2,0,0
91,13,5,0,1
91,13,3,0,1
91,13,4,0,0
91,13,7,0,0
91,13,8,0,0
91,13,6,0,1
91,13,9,0,0
91,13,10,0,1
91,13,1,0,0
91,13,2,0,0
91,13,3,0,1
91,13,5,0,0
91,13,4,0,0
91,13,7,0,1
91,13,8,0,0
91,13,6,0,1
91,13,9,0,0
91,13,10,0,0
91,13,12,0,0
91,13,12,4,0
91,13,12,1,0
91,13,12,2,0
91,13,12,3,0
91,13,12,5,0
91,13,15,0,0
91,13,15,4,0
91,13,15,1,0
91,13,15,2,0
91,13,15,3,0
91,13,15,5,0
92,1,1,0,1
92,1,2,0,1
92,1,3,0,1
92,1,5,0,1
92,1,4,0,1
92,1,7,0,1
92,1,8,0,1
92,1,6,0,1
92,1,9,0,1
92,1,10,0,1
92,1,11,0,1
92,1,11,4,1
92,1,11,1,1
92,1,11,2,1
92,1,11,3,1
92,1,11,5,1
92,1,12,0,1
92,1,12,4,1
92,1,12,1,1
92,1,12,2,1
92,1,12,3,1
92,1,12,5,1
92,1,12,0,1
92,1,12,4,1
92,1,12,1,1
92,1,12,2,1
92,1,12,3,1
92,1,12,5,1
92,3,11,0,1
92,3,12,0,1
92,3,12,0,1
92,3,14,0,1
92,3,15,0,0
92,3,11,0,1
92,3,11,4,1
92,3,11,1,0
92,3,11,2,1
92,3,11,3,0
92,3,11,5,1
92,3,12,0,1
92,3,12,4,0
92,3,12,1,0
92,3,12,2,0
92,3,12,3,0
92,3,12,5,0
92,3,15,0,0
92,3,15,4,0
92,3,15,1,0
92,3,15,2,0
92,3,15,3,0
92,3,15,5,0
92,9,1,0,1
92,9,2,0,1
92,9,3,0,1
92,9,4,0,1
92,9,5,0,1
92,9,6,0,1
92,9,7,0,1
92,9,8,0,1
92,9,9,0,1
92,9,10,0,1
92,9,11,4,1
92,9,11,1,1
92,9,11,2,1
92,9,11,3,1
92,9,11,5,1
92,9,12,0,1
92,9,12,4,1
92,9,12,1,1
92,9,12,2,1
92,9,12,3,1
92,9,12,5,1
92,9,15,0,1
92,9,15,4,1
92,9,15,1,1
92,9,15,2,1
92,9,15,3,1
92,9,15,5,0
92,10,1,0,1
92,10,2,0,1
92,10,3,0,1
92,10,4,0,1
92,10,5,0,1
92,10,6,0,1
92,10,7,0,1
92,10,8,0,0
92,10,9,0,1
92,10,10,0,1
92,10,11,0,1
92,10,12,0,1
92,10,12,0,1
92,10,14,0,1
92,10,15,0,1
92,10,11,0,1
92,10,11,4,1
92,10,11,1,1
92,10,11,2,1
92,10,11,3,1
92,10,11,5,1
92,10,12,0,1
92,10,12,4,1
92,10,12,1,1
92,10,12,2,1
92,10,12,3,1
92,10,12,5,1
92,10,14,0,1
92,10,14,4,1
92,10,14,1,1
92,10,14,2,1
92,10,14,3,1
92,10,14,5,1
92,10,15,0,1
92,10,15,4,1
92,10,15,1,1
92,10,15,2,1
92,10,15,3,1
92,10,15,5,1
92,11,11,0,1
92,11,12,0,1
92,11,12,0,1
92,11,14,0,1
92,11,15,0,1
92,11,11,0,1
92,11,11,4,1
92,11,11,1,1
92,11,11,2,1
92,11,11,3,1
92,11,11,5,1
92,11,12,0,1
92,11,12,4,1
92,11,12,1,1
92,11,12,2,1
92,11,12,3,1
92,11,12,5,1
92,11,12,0,1
92,11,12,4,1
92,11,12,1,1
92,11,12,2,1
92,11,12,3,1
92,11,12,5,1
92,12,1,0,1
92,12,2,0,1
92,12,3,0,1
92,12,4,0,1
92,12,5,0,1
92,12,6,0,1
92,12,7,0,1
92,12,8,0,1
92,12,9,0,1
92,12,10,0,1
92,12,11,0,0
92,12,12,0,0
92,12,12,0,1
92,12,14,0,1
92,12,15,0,1
92,12,11,0,1
92,12,11,4,1
92,12,11,1,0
92,12,11,2,1
92,12,11,3,1
92,12,11,5,1
92,12,14,0,1
92,12,14,4,1
92,12,14,1,1
92,12,14,2,1
92,12,14,3,1
92,12,14,5,1
93,1,1,0,0
93,1,2,0,0
93,1,3,0,0
93,1,5,0,0
93,1,4,0,1
93,1,7,0,1
93,1,8,0,0
93,1,6,0,1
93,1,9,0,1
93,1,10,0,1
93,1,12,0,0
93,1,12,4,0
93,1,12,1,0
93,1,12,2,0
93,1,12,3,0
93,1,12,5,0
93,1,12,0,1
93,1,12,4,1
93,1,12,1,1
93,1,12,2,1
93,1,12,3,1
93,1,12,5,1
93,1,14,0,0
93,1,14,4,1
93,1,14,1,0
93,1,14,2,0
93,1,14,3,0
93,1,14,5,0
93,4,1,0,0
93,4,2,0,0
93,4,3,0,0
93,4,4,0,0
93,4,5,0,0
93,4,6,0,1
93,4,7,0,1
93,4,8,0,0
93,4,10,0,0
93,4,9,0,0
93,4,11,0,0
93,4,12,0,0
93,4,12,0,1
93,4,14,0,1
93,4,15,0,0
93,4,12,0,1
93,4,12,4,1
93,4,12,1,1
93,4,12,2,1
93,4,12,3,1
93,4,12,5,1
93,4,15,0,0
93,4,15,4,0
93,4,15,1,0
93,4,15,2,0
93,4,15,3,0
93,4,15,5,0
93,7,1,0,1
93,7,2,0,0
93,7,3,0,1
93,7,4,0,1
93,7,5,0,0
93,7,6,0,1
93,7,7,0,1
93,7,8,0,1
93,7,9,0,1
93,7,10,0,1
93,7,11,0,1
93,7,12,0,1
93,7,12,0,1
93,7,14,0,1
93,7,15,0,0
93,7,12,0,1
93,7,12,4,1
93,7,12,1,1
93,7,12,2,1
93,7,12,3,1
93,7,12,5,1
93,7,14,0,1
93,7,14,4,1
93,7,14,1,1
93,7,14,2,1
93,7,14,3,1
93,7,14,5,1
93,9,1,0,0
93,9,2,0,0
93,9,3,0,0
93,9,4,0,0
93,9,5,0,0
93,9,6,0,1
93,9,7,0,1
93,9,8,0,0
93,9,9,0,1
93,9,10,0,1
93,9,11,4,0
93,9,11,1,0
93,9,11,2,0
93,9,11,3,0
93,9,11,5,0
93,9,12,0,0
93,9,12,4,0
93,9,12,1,0
93,9,12,2,0
93,9,12,3,0
93,9,12,5,0
93,9,12,0,1
93,9,12,4,1
93,9,12,1,1
93,9,12,2,1
93,9,12,3,1
93,9,12,5,1
93,11,1,0,0
93,11,2,0,0
93,11,3,0,0
93,11,4,0,0
93,11,5,0,0
93,11,6,0,1
93,11,7,0,0
93,11,8,0,0
93,11,9,0,1
93,11,10,0,1
93,11,11,0,0
93,11,12,0,1
93,11,12,0,0
93,11,14,0,1
93,11,15,0,0
93,11,11,0,0
93,11,11,4,1
93,11,11,1,0
93,11,11,2,0
93,11,11,3,0
93,11,11,5,0
93,11,14,0,1
93,11,14,4,1
93,11,14,1,1
93,11,14,2,1
93,11,14,3,1
93,11,14,5,1
93,15,11,0,0
93,15,12,0,0
93,15,12,0,0
93,15,14,0,0
93,15,15,0,0
93,15,12,0,0
93,15,12,4,0
93,15,12,1,0
93,15,12,2,0
93,15,12,3,0
93,15,12,5,0
93,15,12,0,0
93,15,12,4,1
93,15,12,1,0
93,15,12,2,0
93,15,12,3,0
93,15,12,5,0
93,15,14,0,0
93,15,14,4,1
93,15,14,1,0
93,15,14,2,0
93,15,14,3,0
93,15,14,5,0
94,1,12,0,0
94,1,15,0,1
94,1,12,4,0
94,1,12,2,0
94,1,12,5,0
94,1,12,1,0
94,4,2,0,0
94,4,7,0,1
94,4,10,0,1
94,4,11,5,0
94,4,15,4,0
94,4,15,5,0
94,6,11,2,1
94,6,12,2,1
94,6,15,0,1
94,6,15,2,1
94,9,12,0,0
94,9,15,0,1
94,9,11,3,0
94,9,15,2,1
94,14,11,0,0
94,14,12,0,0
94,14,11,0,0
94,15,3,0,1
94,15,5,0,1
94,15,11,1,1
94,15,12,5,0
95,2,11,0,0
95,2,12,0,0
95,2,14,0,1
95,2,11,5,0
95,2,12,1,0
95,2,12,2,0
95,2,14,2,1
95,3,3,0,0
95,3,4,0,0
95,3,7,0,0
95,3,8,0,0
95,3,6,0,0
95,3,11,5,0
95,3,15,5,0
95,6,1,0,0
95,6,2,0,0
95,6,3,0,0
95,6,4,0,0
95,6,6,0,1
95,6,7,0,0
95,6,11,4,0
95,6,11,5,0
95,6,15,3,0
95,9,12,0,0
95,9,12,1,0
95,9,12,2,0
95,9,12,3,0
95,11,1,0,0
95,11,5,0,0
95,11,12,3,0
95,11,15,3,0
95,13,8,0,0
95,13,12,4,0
95,13,12,2,0
95,13,15,5,0
96,1,3,0,1
96,1,7,0,1
96,1,11,4,1
96,1,11,5,1
96,1,12,0,1
96,3,4,0,1
96,3,12,4,0
96,3,12,2,0
96,3,15,1,0
96,3,15,5,0
96,8,8,0,0
96,8,9,0,0
96,8,14,4,1
96,8,14,3,1
96,10,4,0,1
96,10,11,0,1
96,10,12,0,1
96,10,12,3,1
96,10,14,1,1
96,10,14,3,1
96,10,15,1,0
96,10,15,3,0
96,11,8,0,1
96,11,1,0,1
96,11,3,0,1
96,11,4,0,1
96,11,7,0,1
96,11,14,4,1
96,14,3,0,1
96,14,6,0,1
96,14,10,0,1
96,14,15,0,1
96,14,14,5,1
97,1,11,0,1
97,1,12,0,1
97,1,12,0,0
97,1,14,0,1
97,1,15,0,1
97,1,12,0,1
97,1,12,4,0
97,1,12,1,1
97,1,12,2,1
97,1,12,3,1
97,1,12,5,0
97,1,12,0,1
97,1,12,4,0
97,1,12,1,1
97,1,12,2,1
97,1,12,3,1
97,1,12,5,0
97,1,15,0,1
97,1,15,4,0
97,1,15,1,1
97,1,15,2,1
97,1,15,3,1
97,1,15,5,0
97,3,1,0,0
97,3,2,0,1
97,3,3,0,1
97,3,4,0,1
97,3,5,0,0
97,3,6,0,1
97,3,7,0,1
97,3,8,0,0
97,3,9,0,0
97,3,10,0,1
97,3,12,0,1
97,3,12,4,0
97,3,12,1,0
97,3,12,2,0
97,3,12,3,0
97,3,12,5,0
97,3,14,0,1
97,3,14,4,0
97,3,14,1,0
97,3,14,2,0
97,3,14,3,0
97,3,14,5,0
97,3,15,0,1
97,3,15,4,0
97,3,15,1,1
97,3,15,2,1
97,3,15,3,1
97,3,15,5,0
97,7,1,0,0
97,7,2,0,1
97,7,3,0,1
97,7,4,0,1
97,7,5,0,1
97,7,6,0,1
97,7,7,0,1
97,7,8,0,1
97,7,9,0,1
97,7,10,0,1
97,7,12,0,1
97,7,12,4,0
97,7,12,1,1
97,7,12,2,1
97,7,12,3,1
97,7,12,5,0
97,7,12,0,1
97,7,12,4,0
97,7,12,1,1
97,7,12,2,1
97,7,12,3,1
97,7,12,5,0
97,7,14,0,1
97,7,14,4,0
97,7,14,1,1
97,7,14,2,1
97,7,14,3,1
97,7,14,5,0
97,10,1,0,0
97,10,2,0,1
97,10,3,0,1
97,10,4,0,1
97,10,5,0,1
97,10,6,0,1
97,10,7,0,1
97,10,8,0,1
97,10,9,0,0
97,10,10,0,1
97,10,11,0,0
97,10,12,0,0
97,10,12,0,0
97,10,14,0,1
97,10,15,0,1
97,10,11,0,0
97,10,11,4,0
97,10,11,1,0
97,10,11,2,0
97,10,11,3,0
97,10,11,5,0
97,10,12,0,1
97,10,12,4,0
97,10,12,1,0
97,10,12,2,0
97,10,12,3,0
97,10,12,5,0
97,10,14,0,1
97,10,14,4,0
97,10,14,1,0
97,10,14,2,1
97,10,14,3,1
97,10,14,5,0
97,10,15,0,1
97,10,15,4,0
97,10,15,1,1
97,10,15,2,1
97,10,15,3,1
97,10,15,5,0
97,11,1,0,0
97,11,2,0,1
97,11,3,0,1
97,11,4,0,1
97,11,5,0,1
97,11,6,0,1
97,11,7,0,1
97,11,8,0,1
97,11,9,0,1
97,11,10,0,1
97,11,12,0,1
97,11,12,4,0
97,11,12,1,1
97,11,12,2,1
97,11,12,3,1
97,11,12,5,0
97,11,14,0,1
97,11,14,4,0
97,11,14,1,1
97,11,14,2,1
97,11,14,3,1
97,11,14,5,0
97,11,15,0,1
97,11,15,4,0
97,11,15,1,1
97,11,15,2,1
97,11,15,3,1
97,11,15,5,0
97,12,1,0,0
97,12,2,0,1
97,12,3,0,1
97,12,4,0,1
97,12,5,0,1
97,12,6,0,1
97,12,7,0,1
97,12,8,0,1
97,12,9,0,1
97,12,10,0,1
97,12,11,0,1
97,12,11,4,0
97,12,11,1,0
97,12,11,2,0
97,12,11,3,0
97,12,11,5,0
97,12,12,0,1
97,12,12,4,0
97,12,12,1,0
97,12,12,2,0
97,12,12,3,0
97,12,12,5,0
97,12,14,0,1
97,12,14,4,0
97,12,14,1,1
97,12,14,2,1
97,12,14,3,1
97,12,14,5,0
